time,USTEC_close,US2000_close
2026-01-05 00:35:00+00:00,20030.61349,2204.09498
2026-01-05 00:36:00+00:00,20030.82375,2204.1061
2026-01-05 00:37:00+00:00,20030.98643,2204.11083
2026-01-05 00:38:00+00:00,20031.1013,2204.10916
2026-01-05 00:39:00+00:00,20031.16825,2204.1011
2026-01-05 00:40:00+00:00,20031.18721,2204.08666
2026-01-05 00:41:00+00:00,20031.15819,2204.06588
2026-01-05 00:42:00+00:00,20031.0813,2204.03879
2026-01-05 00:43:00+00:00,20030.95669,2204.00544
2026-01-05 00:44:00+00:00,20030.78463,2203.96589
2026-01-05 00:45:00+00:00,20030.56543,2203.9202
2026-01-05 00:46:00+00:00,20030.29949,2203.86846
2026-01-05 00:47:00+00:00,20029.98729,2203.81075
2026-01-05 00:48:00+00:00,20029.62936,2203.74717
2026-01-05 00:49:00+00:00,20029.22635,2203.67783
2026-01-05 00:50:00+00:00,20028.77892,2203.60284
2026-01-05 00:51:00+00:00,20028.28786,2203.52232
2026-01-05 00:52:00+00:00,20027.75399,2203.43642
2026-01-05 00:53:00+00:00,20027.17821,2203.34526
2026-01-05 00:54:00+00:00,20026.5615,2203.24901
2026-01-05 00:55:00+00:00,20025.90489,2203.14782
2026-01-05 00:56:00+00:00,20025.20948,2203.04186
2026-01-05 00:57:00+00:00,20024.47642,2202.9313
2026-01-05 00:58:00+00:00,20023.70694,2202.81632
2026-01-05 00:59:00+00:00,20022.90232,2202.69712
2026-01-05 01:00:00+00:00,20022.0639,2202.57389
2026-01-05 01:01:00+00:00,20021.19305,2202.44682
2026-01-05 01:02:00+00:00,20020.29123,2202.31614
2026-01-05 01:03:00+00:00,20019.35992,2202.18205
2026-01-05 01:04:00+00:00,20018.40066,2202.04477
2026-01-05 01:05:00+00:00,20017.41504,2201.90452
2026-01-05 01:06:00+00:00,20016.40468,2201.76154
2026-01-05 01:07:00+00:00,20015.37124,2201.61606
2026-01-05 01:08:00+00:00,20014.31643,2201.46831
2026-01-05 01:09:00+00:00,20013.24197,2201.31854
2026-01-05 01:10:00+00:00,20012.14964,2201.167
2026-01-05 01:11:00+00:00,20011.04124,2201.01392
2026-01-05 01:12:00+00:00,20009.91858,2200.85956
2026-01-05 01:13:00+00:00,20008.78351,2200.70417
2026-01-05 01:14:00+00:00,20007.63789,2200.54801
2026-01-05 01:15:00+00:00,20006.4836,2200.39132
2026-01-05 01:16:00+00:00,20005.32254,2200.23437
2026-01-05 01:17:00+00:00,20004.15661,2200.07741
2026-01-05 01:18:00+00:00,20002.98773,2199.92069
2026-01-05 01:19:00+00:00,20001.81781,2199.76448
2026-01-05 01:20:00+00:00,20000.64878,2199.60902
2026-01-05 01:21:00+00:00,19999.48254,2199.45457
2026-01-05 01:22:00+00:00,19998.32102,2199.30138
2026-01-05 01:23:00+00:00,19997.16613,2199.1497
2026-01-05 01:24:00+00:00,19996.01975,2198.99978
2026-01-05 01:25:00+00:00,19994.88377,2198.85187
2026-01-05 01:26:00+00:00,19993.76005,2198.7062
2026-01-05 01:27:00+00:00,19992.65044,2198.56301
2026-01-05 01:28:00+00:00,19991.55677,2198.42254
2026-01-05 01:29:00+00:00,19990.48083,2198.28501
2026-01-05 01:30:00+00:00,19989.42439,2198.15066
2026-01-05 01:31:00+00:00,19988.38918,2198.01969
2026-01-05 01:32:00+00:00,19987.37692,2197.89233
2026-01-05 01:33:00+00:00,19986.38927,2197.76878
2026-01-05 01:34:00+00:00,19985.42785,2197.64925
2026-01-05 01:35:00+00:00,19984.49426,2197.53394
2026-01-05 01:36:00+00:00,19983.59004,2197.42302
2026-01-05 01:37:00+00:00,19982.71667,2197.31668
2026-01-05 01:38:00+00:00,19981.87561,2197.21511
2026-01-05 01:39:00+00:00,19981.06825,2197.11846
2026-01-05 01:40:00+00:00,19980.29593,2197.02689
2026-01-05 01:41:00+00:00,19979.55992,2196.94056
2026-01-05 01:42:00+00:00,19978.86147,2196.85961
2026-01-05 01:43:00+00:00,19978.20172,2196.78418
2026-01-05 01:44:00+00:00,19977.5818,2196.71438
2026-01-05 01:45:00+00:00,19977.00273,2196.65034
2026-01-05 01:46:00+00:00,19976.46549,2196.59216
2026-01-05 01:47:00+00:00,19975.97098,2196.53994
2026-01-05 01:48:00+00:00,19975.52006,2196.49377
2026-01-05 01:49:00+00:00,19975.11347,2196.45373
2026-01-05 01:50:00+00:00,19974.75194,2196.41988
2026-01-05 01:51:00+00:00,19974.43607,2196.39229
2026-01-05 01:52:00+00:00,19974.16643,2196.371
2026-01-05 01:53:00+00:00,19973.94349,2196.35606
2026-01-05 01:54:00+00:00,19973.76766,2196.34749
2026-01-05 01:55:00+00:00,19973.63927,2196.34531
2026-01-05 01:56:00+00:00,19973.55857,2196.34952
2026-01-05 01:57:00+00:00,19973.52573,2196.36014
2026-01-05 01:58:00+00:00,19973.54087,2196.37714
2026-01-05 01:59:00+00:00,19973.604,2196.4005
2026-01-05 02:00:00+00:00,19973.71506,2196.43019
2026-01-05 02:01:00+00:00,19973.87394,2196.46617
2026-01-05 02:02:00+00:00,19974.08042,2196.50838
2026-01-05 02:03:00+00:00,19974.33422,2196.55676
2026-01-05 02:04:00+00:00,19974.63498,2196.61124
2026-01-05 02:05:00+00:00,19974.98227,2196.67174
2026-01-05 02:06:00+00:00,19975.37559,2196.73816
2026-01-05 02:07:00+00:00,19975.81434,2196.81041
2026-01-05 02:08:00+00:00,19976.29789,2196.88837
2026-01-05 02:09:00+00:00,19976.82549,2196.97192
2026-01-05 02:10:00+00:00,19977.39636,2197.06093
2026-01-05 02:11:00+00:00,19978.00963,2197.15527
2026-01-05 02:12:00+00:00,19978.66437,2197.25479
2026-01-05 02:13:00+00:00,19979.35957,2197.35933
2026-01-05 02:14:00+00:00,19980.09418,2197.46874
2026-01-05 02:15:00+00:00,19980.86707,2197.58284
2026-01-05 02:16:00+00:00,19981.67704,2197.70145
2026-01-05 02:17:00+00:00,19982.52285,2197.8244
2026-01-05 02:18:00+00:00,19983.4032,2197.95148
2026-01-05 02:19:00+00:00,19984.31672,2198.0825
2026-01-05 02:20:00+00:00,19985.262,2198.21726
2026-01-05 02:21:00+00:00,19986.23758,2198.35554
2026-01-05 02:22:00+00:00,19987.24194,2198.49713
2026-01-05 02:23:00+00:00,19988.27353,2198.6418
2026-01-05 02:24:00+00:00,19989.33074,2198.78933
2026-01-05 02:25:00+00:00,19990.41193,2198.93949
2026-01-05 02:26:00+00:00,19991.51542,2199.09205
2026-01-05 02:27:00+00:00,19992.63949,2199.24675
2026-01-05 02:28:00+00:00,19993.78239,2199.40337
2026-01-05 02:29:00+00:00,19994.94234,2199.56165
2026-01-05 02:30:00+00:00,19996.11754,2199.72135
2026-01-05 02:31:00+00:00,19997.30614,2199.88221
2026-01-05 02:32:00+00:00,19998.5063,2200.04399
2026-01-05 02:33:00+00:00,19999.71614,2200.20643
2026-01-05 02:34:00+00:00,20000.93378,2200.36927
2026-01-05 02:35:00+00:00,20002.15732,2200.53226
2026-01-05 02:36:00+00:00,20003.38484,2200.69514
2026-01-05 02:37:00+00:00,20004.61444,2200.85765
2026-01-05 02:38:00+00:00,20005.84419,2201.01955
2026-01-05 02:39:00+00:00,20007.07218,2201.18058
2026-01-05 02:40:00+00:00,20008.29648,2201.34048
2026-01-05 02:41:00+00:00,20009.51518,2201.499
2026-01-05 02:42:00+00:00,20010.7264,2201.6559
2026-01-05 02:43:00+00:00,20011.92822,2201.81093
2026-01-05 02:44:00+00:00,20013.11879,2201.96384
2026-01-05 02:45:00+00:00,20014.29624,2202.1144
2026-01-05 02:46:00+00:00,20015.45874,2202.26237
2026-01-05 02:47:00+00:00,20016.60448,2202.40751
2026-01-05 02:48:00+00:00,20017.73166,2202.54961
2026-01-05 02:49:00+00:00,20018.83854,2202.68843
2026-01-05 02:50:00+00:00,20019.9234,2202.82376
2026-01-05 02:51:00+00:00,20020.98454,2202.95539
2026-01-05 02:52:00+00:00,20022.02032,2203.08311
2026-01-05 02:53:00+00:00,20023.02912,2203.20673
2026-01-05 02:54:00+00:00,20024.00939,2203.32605
2026-01-05 02:55:00+00:00,20024.9596,2203.44088
2026-01-05 02:56:00+00:00,20025.87827,2203.55104
2026-01-05 02:57:00+00:00,20026.764,2203.65637
2026-01-05 02:58:00+00:00,20027.6154,2203.7567
2026-01-05 02:59:00+00:00,20028.43116,2203.85188
2026-01-05 03:00:00+00:00,20029.21004,2203.94175
2026-01-05 03:01:00+00:00,20029.95082,2204.02618
2026-01-05 03:02:00+00:00,20030.65237,2204.10503
2026-01-05 03:03:00+00:00,20031.31362,2204.17819
2026-01-05 03:04:00+00:00,20031.93356,2204.24555
2026-01-05 03:05:00+00:00,20032.51124,2204.307
2026-01-05 03:06:00+00:00,20033.04579,2204.36245
2026-01-05 03:07:00+00:00,20033.5364,2204.4118
2026-01-05 03:08:00+00:00,20033.98234,2204.455
2026-01-05 03:09:00+00:00,20034.38293,2204.49198
2026-01-05 03:10:00+00:00,20034.73759,2204.52267
2026-01-05 03:11:00+00:00,20035.04579,2204.54704
2026-01-05 03:12:00+00:00,20035.3071,2204.56506
2026-01-05 03:13:00+00:00,20035.52114,2204.57669
2026-01-05 03:14:00+00:00,20035.68761,2204.58193
2026-01-05 03:15:00+00:00,20035.8063,2204.58077
2026-01-05 03:16:00+00:00,20035.87707,2204.57321
2026-01-05 03:17:00+00:00,20035.89985,2204.55928
2026-01-05 03:18:00+00:00,20035.87465,2204.539
2026-01-05 03:19:00+00:00,20035.80156,2204.51241
2026-01-05 03:20:00+00:00,20035.68075,2204.47956
2026-01-05 03:21:00+00:00,20035.51245,2204.4405
2026-01-05 03:22:00+00:00,20035.29699,2204.3953
2026-01-05 03:23:00+00:00,20035.03476,2204.34404
2026-01-05 03:24:00+00:00,20034.72622,2204.2868
2026-01-05 03:25:00+00:00,20034.37192,2204.22369
2026-01-05 03:26:00+00:00,20033.97246,2204.1548
2026-01-05 03:27:00+00:00,20033.52855,2204.08025
2026-01-05 03:28:00+00:00,20033.04093,2204.00017
2026-01-05 03:29:00+00:00,20032.51044,2203.91469
2026-01-05 03:30:00+00:00,20031.93797,2203.82395
2026-01-05 03:31:00+00:00,20031.32448,2203.7281
2026-01-05 03:32:00+00:00,20030.67101,2203.62729
2026-01-05 03:33:00+00:00,20029.97864,2203.52171
2026-01-05 03:34:00+00:00,20029.24854,2203.41151
2026-01-05 03:35:00+00:00,20028.48191,2203.29688
2026-01-05 03:36:00+00:00,20027.68004,2203.178
2026-01-05 03:37:00+00:00,20026.84426,2203.05508
2026-01-05 03:38:00+00:00,20025.97594,2202.92832
2026-01-05 03:39:00+00:00,20025.07653,2202.79791
2026-01-05 03:40:00+00:00,20024.14752,2202.66408
2026-01-05 03:41:00+00:00,20023.19043,2202.52705
2026-01-05 03:42:00+00:00,20022.20685,2202.38703
2026-01-05 03:43:00+00:00,20021.19839,2202.24426
2026-01-05 03:44:00+00:00,20020.16673,2202.09897
2026-01-05 03:45:00+00:00,20019.11355,2201.95139
2026-01-05 03:46:00+00:00,20018.0406,2201.80178
2026-01-05 03:47:00+00:00,20016.94963,2201.65036
2026-01-05 03:48:00+00:00,20015.84244,2201.4974
2026-01-05 03:49:00+00:00,20014.72085,2201.34313
2026-01-05 03:50:00+00:00,20013.5867,2201.18782
2026-01-05 03:51:00+00:00,20012.44185,2201.03171
2026-01-05 03:52:00+00:00,20011.28818,2200.87505
2026-01-05 03:53:00+00:00,20010.12759,2200.71811
2026-01-05 03:54:00+00:00,20008.96198,2200.56114
2026-01-05 03:55:00+00:00,20007.79326,2200.4044
2026-01-05 03:56:00+00:00,20006.62336,2200.24813
2026-01-05 03:57:00+00:00,20005.45418,2200.0926
2026-01-05 03:58:00+00:00,20004.28765,2199.93806
2026-01-05 03:59:00+00:00,20003.12569,2199.78476
2026-01-05 04:00:00+00:00,20001.9702,2199.63296
2026-01-05 04:01:00+00:00,20000.82307,2199.48289
2026-01-05 04:02:00+00:00,19999.68619,2199.33481
2026-01-05 04:03:00+00:00,19998.56143,2199.18895
2026-01-05 04:04:00+00:00,19997.45063,2199.04555
2026-01-05 04:05:00+00:00,19996.35563,2198.90486
2026-01-05 04:06:00+00:00,19995.27821,2198.76709
2026-01-05 04:07:00+00:00,19994.22015,2198.63247
2026-01-05 04:08:00+00:00,19993.18319,2198.50123
2026-01-05 04:09:00+00:00,19992.16904,2198.37357
2026-01-05 04:10:00+00:00,19991.17937,2198.24972
2026-01-05 04:11:00+00:00,19990.2158,2198.12986
2026-01-05 04:12:00+00:00,19989.27994,2198.0142
2026-01-05 04:13:00+00:00,19988.37332,2197.90292
2026-01-05 04:14:00+00:00,19987.49744,2197.79622
2026-01-05 04:15:00+00:00,19986.65376,2197.69426
2026-01-05 04:16:00+00:00,19985.84366,2197.59721
2026-01-05 04:17:00+00:00,19985.0685,2197.50523
2026-01-05 04:18:00+00:00,19984.32956,2197.41848
2026-01-05 04:19:00+00:00,19983.62807,2197.3371
2026-01-05 04:20:00+00:00,19982.96521,2197.26122
2026-01-05 04:21:00+00:00,19982.34207,2197.19097
2026-01-05 04:22:00+00:00,19981.75971,2197.12646
2026-01-05 04:23:00+00:00,19981.2191,2197.06781
2026-01-05 04:24:00+00:00,19980.72116,2197.01511
2026-01-05 04:25:00+00:00,19980.26674,2196.96846
2026-01-05 04:26:00+00:00,19979.8566,2196.92793
2026-01-05 04:27:00+00:00,19979.49145,2196.89359
2026-01-05 04:28:00+00:00,19979.17193,2196.86549
2026-01-05 04:29:00+00:00,19978.89859,2196.8437
2026-01-05 04:30:00+00:00,19978.67191,2196.82825
2026-01-05 04:31:00+00:00,19978.49232,2196.81918
2026-01-05 04:32:00+00:00,19978.36014,2196.81649
2026-01-05 04:33:00+00:00,19978.27563,2196.82019
2026-01-05 04:34:00+00:00,19978.23898,2196.8303
2026-01-05 04:35:00+00:00,19978.25029,2196.84679
2026-01-05 04:36:00+00:00,19978.3096,2196.86965
2026-01-05 04:37:00+00:00,19978.41685,2196.89883
2026-01-05 04:38:00+00:00,19978.57193,2196.93431
2026-01-05 04:39:00+00:00,19978.77462,2196.97603
2026-01-05 04:40:00+00:00,19979.02467,2197.02392
2026-01-05 04:41:00+00:00,19979.32171,2197.07792
2026-01-05 04:42:00+00:00,19979.66531,2197.13794
2026-01-05 04:43:00+00:00,19980.05498,2197.2039
2026-01-05 04:44:00+00:00,19980.49014,2197.27568
2026-01-05 04:45:00+00:00,19980.97014,2197.35319
2026-01-05 04:46:00+00:00,19981.49427,2197.4363
2026-01-05 04:47:00+00:00,19982.06172,2197.52488
2026-01-05 04:48:00+00:00,19982.67165,2197.6188
2026-01-05 04:49:00+00:00,19983.32312,2197.71792
2026-01-05 04:50:00+00:00,19984.01514,2197.82207
2026-01-05 04:51:00+00:00,19984.74665,2197.93109
2026-01-05 04:52:00+00:00,19985.51653,2198.04482
2026-01-05 04:53:00+00:00,19986.3236,2198.16309
2026-01-05 04:54:00+00:00,19987.1666,2198.28569
2026-01-05 04:55:00+00:00,19988.04425,2198.41245
2026-01-05 04:56:00+00:00,19988.95518,2198.54317
2026-01-05 04:57:00+00:00,19989.89798,2198.67763
2026-01-05 04:58:00+00:00,19990.87121,2198.81564
2026-01-05 04:59:00+00:00,19991.87333,2198.95697
2026-01-05 05:00:00+00:00,19992.90281,2199.10141
2026-01-05 05:01:00+00:00,19993.95804,2199.24872
2026-01-05 05:02:00+00:00,19995.03739,2199.39868
2026-01-05 05:03:00+00:00,19996.13916,2199.55106
2026-01-05 05:04:00+00:00,19997.26166,2199.7056
2026-01-05 05:05:00+00:00,19998.40312,2199.86207
2026-01-05 05:06:00+00:00,19999.56178,2200.02023
2026-01-05 05:07:00+00:00,20000.73582,2200.17983
2026-01-05 05:08:00+00:00,20001.92343,2200.34061
2026-01-05 05:09:00+00:00,20003.12273,2200.50232
2026-01-05 05:10:00+00:00,20004.33187,2200.66471
2026-01-05 05:11:00+00:00,20005.54896,2200.82753
2026-01-05 05:12:00+00:00,20006.7721,2200.99052
2026-01-05 05:13:00+00:00,20007.99938,2201.15341
2026-01-05 05:14:00+00:00,20009.22888,2201.31597
2026-01-05 05:15:00+00:00,20010.45869,2201.47793
2026-01-05 05:16:00+00:00,20011.68689,2201.63903
2026-01-05 05:17:00+00:00,20012.91155,2201.79903
2026-01-05 05:18:00+00:00,20014.13077,2201.95768
2026-01-05 05:19:00+00:00,20015.34265,2202.11471
2026-01-05 05:20:00+00:00,20016.54529,2202.2699
2026-01-05 05:21:00+00:00,20017.73683,2202.42299
2026-01-05 05:22:00+00:00,20018.91539,2202.57374
2026-01-05 05:23:00+00:00,20020.07915,2202.72192
2026-01-05 05:24:00+00:00,20021.22628,2202.8673
2026-01-05 05:25:00+00:00,20022.35501,2203.00965
2026-01-05 05:26:00+00:00,20023.46357,2203.14874
2026-01-05 05:27:00+00:00,20024.55025,2203.28435
2026-01-05 05:28:00+00:00,20025.61334,2203.41629
2026-01-05 05:29:00+00:00,20026.65119,2203.54433
2026-01-05 05:30:00+00:00,20027.66221,2203.66828
2026-01-05 05:31:00+00:00,20028.6448,2203.78794
2026-01-05 05:32:00+00:00,20029.59746,2203.90314
2026-01-05 05:33:00+00:00,20030.5187,2204.01368
2026-01-05 05:34:00+00:00,20031.40709,2204.1194
2026-01-05 05:35:00+00:00,20032.26128,2204.22014
2026-01-05 05:36:00+00:00,20033.07993,2204.31573
2026-01-05 05:37:00+00:00,20033.86178,2204.40603
2026-01-05 05:38:00+00:00,20034.60564,2204.49089
2026-01-05 05:39:00+00:00,20035.31036,2204.5702
2026-01-05 05:40:00+00:00,20035.97485,2204.64382
2026-01-05 05:41:00+00:00,20036.59812,2204.71164
2026-01-05 05:42:00+00:00,20037.1792,2204.77356
2026-01-05 05:43:00+00:00,20037.71721,2204.82949
2026-01-05 05:44:00+00:00,20038.21135,2204.87934
2026-01-05 05:45:00+00:00,20038.66087,2204.92303
2026-01-05 05:46:00+00:00,20039.0651,2204.9605
2026-01-05 05:47:00+00:00,20039.42343,2204.9917
2026-01-05 05:48:00+00:00,20039.73535,2205.01658
2026-01-05 05:49:00+00:00,20040.00041,2205.0351
2026-01-05 05:50:00+00:00,20040.21822,2205.04724
2026-01-05 05:51:00+00:00,20040.38849,2205.05298
2026-01-05 05:52:00+00:00,20040.51099,2205.05233
2026-01-05 05:53:00+00:00,20040.58558,2205.04529
2026-01-05 05:54:00+00:00,20040.61218,2205.03186
2026-01-05 05:55:00+00:00,20040.5908,2205.01209
2026-01-05 05:56:00+00:00,20040.52152,2204.986
2026-01-05 05:57:00+00:00,20040.4045,2204.95364
2026-01-05 05:58:00+00:00,20040.23998,2204.91507
2026-01-05 05:59:00+00:00,20040.02826,2204.87036
2026-01-05 06:00:00+00:00,20039.76973,2204.81958
2026-01-05 06:01:00+00:00,20039.46486,2204.76282
2026-01-05 06:02:00+00:00,20039.11418,2204.70017
2026-01-05 06:03:00+00:00,20038.7183,2204.63173
2026-01-05 06:04:00+00:00,20038.2779,2204.55763
2026-01-05 06:05:00+00:00,20037.79374,2204.47799
2026-01-05 06:06:00+00:00,20037.26662,2204.39293
2026-01-05 06:07:00+00:00,20036.69746,2204.3026
2026-01-05 06:08:00+00:00,20036.0872,2204.20715
2026-01-05 06:09:00+00:00,20035.43687,2204.10674
2026-01-05 06:10:00+00:00,20034.74756,2204.00153
2026-01-05 06:11:00+00:00,20034.02042,2203.89169
2026-01-05 06:12:00+00:00,20033.25666,2203.7774
2026-01-05 06:13:00+00:00,20032.45755,2203.65886
2026-01-05 06:14:00+00:00,20031.62441,2203.53625
2026-01-05 06:15:00+00:00,20030.75864,2203.40979
2026-01-05 06:16:00+00:00,20029.86165,2203.27966
2026-01-05 06:17:00+00:00,20028.93493,2203.1461
2026-01-05 06:18:00+00:00,20027.98002,2203.00931
2026-01-05 06:19:00+00:00,20026.99849,2202.86952
2026-01-05 06:20:00+00:00,20025.99196,2202.72696
2026-01-05 06:21:00+00:00,20024.96208,2202.58186
2026-01-05 06:22:00+00:00,20023.91056,2202.43446
2026-01-05 06:23:00+00:00,20022.83912,2202.285
2026-01-05 06:24:00+00:00,20021.74952,2202.13372
2026-01-05 06:25:00+00:00,20020.64355,2201.98087
2026-01-05 06:26:00+00:00,20019.52304,2201.8267
2026-01-05 06:27:00+00:00,20018.38982,2201.67146
2026-01-05 06:28:00+00:00,20017.24575,2201.5154
2026-01-05 06:29:00+00:00,20016.09272,2201.35878
2026-01-05 06:30:00+00:00,20014.93261,2201.20185
2026-01-05 06:31:00+00:00,20013.76733,2201.04487
2026-01-05 06:32:00+00:00,20012.59879,2200.8881
2026-01-05 06:33:00+00:00,20011.42891,2200.73179
2026-01-05 06:34:00+00:00,20010.2596,2200.57619
2026-01-05 06:35:00+00:00,20009.09279,2200.42157
2026-01-05 06:36:00+00:00,20007.9304,2200.26816
2026-01-05 06:37:00+00:00,20006.77432,2200.11622
2026-01-05 06:38:00+00:00,20005.62646,2199.96601
2026-01-05 06:39:00+00:00,20004.48869,2199.81776
2026-01-05 06:40:00+00:00,20003.3629,2199.67171
2026-01-05 06:41:00+00:00,20002.25092,2199.52811
2026-01-05 06:42:00+00:00,20001.15459,2199.3872
2026-01-05 06:43:00+00:00,20000.07571,2199.24918
2026-01-05 06:44:00+00:00,19999.01604,2199.11431
2026-01-05 06:45:00+00:00,19997.97734,2198.98279
2026-01-05 06:46:00+00:00,19996.96131,2198.85484
2026-01-05 06:47:00+00:00,19995.96963,2198.73068
2026-01-05 06:48:00+00:00,19995.00393,2198.61049
2026-01-05 06:49:00+00:00,19994.0658,2198.49449
2026-01-05 06:50:00+00:00,19993.1568,2198.38286
2026-01-05 06:51:00+00:00,19992.27842,2198.27578
2026-01-05 06:52:00+00:00,19991.43212,2198.17344
2026-01-05 06:53:00+00:00,19990.6193,2198.07599
2026-01-05 06:54:00+00:00,19989.84131,2197.98361
2026-01-05 06:55:00+00:00,19989.09944,2197.89643
2026-01-05 06:56:00+00:00,19988.39492,2197.81462
2026-01-05 06:57:00+00:00,19987.72894,2197.73829
2026-01-05 06:58:00+00:00,19987.1026,2197.66759
2026-01-05 06:59:00+00:00,19986.51695,2197.60262
2026-01-05 07:00:00+00:00,19985.97299,2197.5435
2026-01-05 07:01:00+00:00,19985.47162,2197.49033
2026-01-05 07:02:00+00:00,19985.0137,2197.44319
2026-01-05 07:03:00+00:00,19984.60001,2197.40217
2026-01-05 07:04:00+00:00,19984.23125,2197.36733
2026-01-05 07:05:00+00:00,19983.90808,2197.33874
2026-01-05 07:06:00+00:00,19983.63104,2197.31645
2026-01-05 07:07:00+00:00,19983.40063,2197.30049
2026-01-05 07:08:00+00:00,19983.21728,2197.2909
2026-01-05 07:09:00+00:00,19983.08131,2197.2877
2026-01-05 07:10:00+00:00,19982.993,2197.2909
2026-01-05 07:11:00+00:00,19982.95253,2197.3005
2026-01-05 07:12:00+00:00,19982.96002,2197.31648
2026-01-05 07:13:00+00:00,19983.01551,2197.33883
2026-01-05 07:14:00+00:00,19983.11895,2197.36752
2026-01-05 07:15:00+00:00,19983.27022,2197.4025
2026-01-05 07:16:00+00:00,19983.46913,2197.44372
2026-01-05 07:17:00+00:00,19983.71542,2197.49112
2026-01-05 07:18:00+00:00,19984.00873,2197.54464
2026-01-05 07:19:00+00:00,19984.34864,2197.60418
2026-01-05 07:20:00+00:00,19984.73467,2197.66967
2026-01-05 07:21:00+00:00,19985.16623,2197.741
2026-01-05 07:22:00+00:00,19985.64268,2197.81805
2026-01-05 07:23:00+00:00,19986.16332,2197.90072
2026-01-05 07:24:00+00:00,19986.72736,2197.98887
2026-01-05 07:25:00+00:00,19987.33393,2198.08237
2026-01-05 07:26:00+00:00,19987.98213,2198.18108
2026-01-05 07:27:00+00:00,19988.67096,2198.28483
2026-01-05 07:28:00+00:00,19989.39937,2198.39347
2026-01-05 07:29:00+00:00,19990.16624,2198.50684
2026-01-05 07:30:00+00:00,19990.97038,2198.62474
2026-01-05 07:31:00+00:00,19991.81057,2198.74701
2026-01-05 07:32:00+00:00,19992.68551,2198.87345
2026-01-05 07:33:00+00:00,19993.59384,2199.00386
2026-01-05 07:34:00+00:00,19994.53416,2199.13803
2026-01-05 07:35:00+00:00,19995.50502,2199.27577
2026-01-05 07:36:00+00:00,19996.5049,2199.41684
2026-01-05 07:37:00+00:00,19997.53226,2199.56104
2026-01-05 07:38:00+00:00,19998.5855,2199.70813
2026-01-05 07:39:00+00:00,19999.66298,2199.85789
2026-01-05 07:40:00+00:00,20000.76303,2200.01008
2026-01-05 07:41:00+00:00,20001.88394,2200.16446
2026-01-05 07:42:00+00:00,20003.02396,2200.32079
2026-01-05 07:43:00+00:00,20004.18131,2200.47882
2026-01-05 07:44:00+00:00,20005.3542,2200.63831
2026-01-05 07:45:00+00:00,20006.54079,2200.799
2026-01-05 07:46:00+00:00,20007.73923,2200.96065
2026-01-05 07:47:00+00:00,20008.94766,2201.123
2026-01-05 07:48:00+00:00,20010.16419,2201.28579
2026-01-05 07:49:00+00:00,20011.38691,2201.44878
2026-01-05 07:50:00+00:00,20012.61393,2201.61169
2026-01-05 07:51:00+00:00,20013.84333,2201.77428
2026-01-05 07:52:00+00:00,20015.07318,2201.9363
2026-01-05 07:53:00+00:00,20016.30157,2202.09748
2026-01-05 07:54:00+00:00,20017.52659,2202.25758
2026-01-05 07:55:00+00:00,20018.74632,2202.41634
2026-01-05 07:56:00+00:00,20019.95885,2202.57351
2026-01-05 07:57:00+00:00,20021.1623,2202.72885
2026-01-05 07:58:00+00:00,20022.35478,2202.88212
2026-01-05 07:59:00+00:00,20023.53445,2203.03307
2026-01-05 08:00:00+00:00,20024.69945,2203.18146
2026-01-05 08:01:00+00:00,20025.84797,2203.32707
